Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
1,11.0,7,9,4,17,7.0,7.0,7.37,7.0,18,126,12,34,81,6,17,33,S,1,39.0,M,H,86282.0
1,11.0,3,19,5,9,5.0,4.22,4.47,4.2,18,81,13,32,58,6,17,23,S,1,60.0,U,U,44284.5
0,11.0,3,3,2,2,15.0,8.33,8.33,5.0,17,33,11,27,24,5,12,10,S,1,60.0,F,U,44284.5
1,11.0,4,13,2,3,25.0,25.0,22.69,11.0,18,113,12,29,104,7,17,28,A,0,62.0,F,U,59321.0
0,11.0,2,5,0,2,18.0,15.0,12.4,11.67,18,53,12,31,39,6,6,17,A,0,53.0,F,H,67201.0
1,11.0,3,16,1,6,12.0,12.0,10.38,12.0,15,80,12,32,60,5,14,23,A,1,56.0,F,H,67201.0
1,11.0,3,27,6,18,5.0,3.5,3.59,3.67,17,126,12,31,75,6,17,34,S,1,74.0,M,H,71014.0
1,11.0,3,9,3,14,15.0,13.0,10.11,13.0,17,89,12,35,93,4,11,20,S,1,72.0,M,U,71014.0
1,11.0,6,19,5,9,10.0,10.33,10.32,10.4,17,57,12,29,85,6,17,22,S,1,81.0,F,U,71014.0
0,11.0,1,17,0,9,10.0,13.0,8.53,11.67,18,113,13,32,69,5,5,27,A,1,44.0,F,U,66944.0
1,11.0,5,16,4,9,16.0,16.0,12.69,16.0,19,113,13,35,73,6,17,30,S,1,52.0,U,U,44284.5
0,11.0,2,2,0,0,20.0,12.5,12.5,11.67,25,31,9,22,22,4,4,8,A,0,60.0,F,H,56988.0
0,11.0,6,14,4,7,12.0,10.33,8.36,10.5,15,56,14,35,51,6,17,21,S,1,22.0,M,H,87470.0
0,11.0,3,5,2,3,18.0,16.67,14.0,16.5,17,50,13,23,27,5,10,12,A,0,60.0,F,U,44284.5
1,11.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,10,17,15,4,4,6,F,1,65.0,M,H,43191.0
0,11.0,2,6,2,5,15.0,15.0,10.0,15.0,16,65,14,34,49,6,16,19,A,0,65.0,M,H,43191.0
0,11.0,2,4,0,2,15.0,15.0,15.0,11.67,18,45,8,25,32,4,4,13,A,0,47.0,M,H,43191.0
1,11.0,3,20,1,13,10.0,6.67,5.55,5.0,18,124,12,31,74,5,13,30,A,1,84.0,M,H,43191.0
1,11.0,2,13,2,8,15.0,12.5,8.77,12.5,21,113,12,28,68,5,12,25,A,1,78.0,M,H,59014.0
0,11.0,3,7,1,4,25.0,21.67,18.57,20.0,19,111,13,35,65,6,17,28,A,0,82.0,F,U,44284.5
1,11.0,4,13,2,6,20.0,15.25,12.31,12.5,18,81,13,35,64,6,17,25,A,1,82.0,M,H,59014.0
1,11.0,1,10,0,5,25.0,13.0,20.8,11.67,18,102,15,37,70,6,6,29,A,0,69.0,U,U,44284.5
1,11.0,3,3,2,2,15.0,15.0,15.0,15.0,20,33,12,31,29,6,15,13,A,1,33.0,M,H,74207.0
0,11.0,3,3,3,3,12.0,10.67,10.67,10.67,16,23,14,25,23,6,11,9,N,1,53.0,F,H,81157.0
1,11.0,2,2,2,2,20.0,16.5,16.5,16.5,24,32,9,26,24,4,11,10,A,0,37.0,M,U,81157.0
0,11.0,4,29,3,11,18.0,16.0,10.03,16.0,17,128,8,25,59,4,13,22,S,1,85.0,M,H,79730.0
1,11.0,7,16,5,9,5.0,5.71,5.38,5.6,15,57,13,34,50,6,17,20,A,1,86.0,F,H,79730.0
1,11.0,2,21,1,13,15.0,15.0,7.62,15.0,26,130,9,26,70,4,12,29,A,1,63.0,M,H,81739.0
1,11.0,5,16,4,11,5.0,4.6,4.5,4.5,18,125,12,32,65,6,17,31,S,1,58.0,F,H,81739.0
1,11.0,6,7,4,5,20.0,17.5,16.43,20.0,16,41,15,35,40,6,16,15,S,1,60.0,M,U,44284.5
1,11.0,4,5,3,3,6.0,4.75,5.8,4.67,16,24,15,25,24,6,11,9,N,1,75.0,F,H,114584.0
1,11.0,2,6,2,4,18.0,15.0,10.33,15.0,20,57,13,31,43,6,15,18,A,0,65.0,F,H,154945.0
0,11.0,2,5,0,1,25.0,27.5,22.0,11.67,25,75,8,25,37,4,4,14,A,0,86.0,M,H,154945.0
0,11.0,2,7,1,3,26.0,26.0,24.14,11.0,24,69,12,34,54,6,17,23,A,0,71.0,M,H,81042.0
1,11.0,2,8,2,4,15.0,8.5,8.0,8.5,18,45,13,35,41,6,17,18,A,0,71.0,M,H,81042.0
1,11.0,5,5,2,2,10.0,8.6,8.6,10.0,18,32,11,28,29,5,13,12,A,0,55.0,F,H,81042.0
0,11.0,3,22,0,7,5.0,5.0,3.82,11.67,15,130,12,16,43,5,3,15,A,0,82.0,M,U,76547.0
0,11.0,1,1,0,0,14.0,13.0,10.0,11.67,15,15,8,29,10,5,3,4,E,0,38.0,F,H,85150.0
1,11.0,3,13,1,10,10.0,8.33,6.15,10.0,17,122,12,32,69,6,16,29,S,1,60.0,F,U,44284.5
0,11.0,4,14,4,12,15.0,10.5,6.29,10.5,24,126,11,31,69,6,16,32,A,1,43.0,F,H,62493.0
0,11.0,2,2,2,2,25.0,25.0,25.0,11.0,22,29,14,28,26,6,13,11,A,0,60.0,F,U,44284.5
0,11.0,1,27,0,8,25.0,25.0,10.0,11.67,18,119,12,29,118,6,6,32,A,1,49.0,M,H,100789.0
0,11.0,7,13,4,7,14.0,12.29,10.69,12.0,18,93,14,34,58,6,16,23,A,1,58.0,F,U,44284.5
1,11.0,5,10,3,6,15.0,11.0,9.2,11.67,21,53,12,33,44,6,17,18,A,1,28.0,F,H,72594.0
0,11.0,6,7,3,3,15.0,12.5,12.14,16.67,17,28,12,23,23,6,12,10,A,1,51.0,F,H,66725.0
0,11.0,1,7,0,3,15.0,15.0,9.71,11.67,18,97,12,24,56,4,4,21,A,0,60.0,M,U,44284.5
1,11.0,3,17,5,8,6.0,9.25,7.94,9.2,18,77,14,36,62,6,17,23,S,1,63.0,F,U,73508.0
0,11.0,2,2,0,0,17.0,16.0,16.0,11.67,18,31,10,23,22,4,4,8,A,0,65.0,M,U,70097.0
0,11.0,4,18,2,14,10.0,8.5,4.61,8.5,21,127,11,32,69,5,15,30,A,1,87.0,F,H,86725.0
0,11.0,4,5,2,3,20.0,15.75,13.6,14.0,18,44,13,32,37,6,14,14,A,0,54.0,F,H,86725.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,12,19,18,4,7,6,F,0,35.0,F,H,86725.0
0,11.0,2,3,0,1,14.0,13.0,10.0,11.67,25,52,13,30,41,6,6,16,A,0,43.0,F,U,85253.0
0,11.0,2,4,1,2,25.0,15.5,9.75,11.0,18,41,13,32,31,6,14,13,A,0,67.0,F,H,105247.0
1,11.0,4,6,3,4,12.0,11.0,9.83,11.33,21,41,12,31,35,6,15,14,A,0,55.0,M,H,105247.0
0,11.0,2,7,1,5,20.0,20.0,12.29,20.0,20,100,13,28,60,6,12,23,A,0,75.0,F,H,105247.0
0,11.0,1,3,0,1,15.0,15.0,13.33,11.67,26,75,9,23,41,4,4,16,A,0,46.0,F,H,105247.0
1,11.0,4,5,2,2,10.0,10.0,10.0,10.0,17,52,12,29,21,5,5,8,E,0,60.0,M,U,44284.5
0,11.0,4,8,2,3,10.0,10.5,9.63,10.0,15,57,12,35,62,6,14,21,A,0,60.0,U,U,44284.5
0,11.0,1,1,1,1,14.0,13.0,10.0,11.0,16,16,14,19,16,5,7,6,F,0,60.0,M,U,44284.5
1,11.0,2,16,1,7,10.0,10.0,5.44,10.0,19,103,11,30,66,4,12,26,A,1,80.0,F,U,98951.0
1,11.0,4,16,2,8,10.0,9.75,9.56,11.0,18,88,12,22,60,5,12,22,A,1,60.0,M,U,44284.5
1,11.0,2,5,0,2,15.0,13.5,10.6,11.67,15,44,13,32,37,5,5,14,A,0,62.0,M,H,98951.0
0,11.0,1,6,0,2,32.0,13.0,10.0,11.67,18,77,12,36,77,6,6,22,A,0,60.0,U,U,44284.5
1,11.0,2,6,2,4,20.0,17.5,11.33,17.5,17,53,13,34,45,6,17,18,A,0,55.0,M,U,44284.5
0,11.0,2,10,2,6,17.0,16.0,9.5,16.0,21,57,13,31,49,6,14,19,S,1,54.0,F,H,30185.0
0,11.0,4,25,3,13,3.0,5.75,5.08,5.67,15,130,12,18,51,5,8,21,S,1,83.0,M,H,30185.0
0,11.0,1,1,0,0,15.0,15.0,15.0,11.67,20,20,8,29,12,5,3,5,F,0,60.0,F,U,30185.0
0,11.0,2,2,2,2,15.0,12.5,12.5,12.5,24,29,9,22,21,4,10,9,A,0,57.0,M,H,27184.0
0,11.0,1,1,1,1,25.0,25.0,25.0,11.0,17,17,11,16,14,5,7,6,F,0,69.0,F,U,27184.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,8,29,13,5,6,5,N,0,60.0,M,U,44284.5
1,11.0,4,15,2,11,5.0,8.75,5.27,5.0,25,128,12,23,61,5,13,26,S,1,71.0,F,H,27184.0
0,11.0,1,1,0,0,15.0,15.0,15.0,11.67,15,15,12,29,9,5,2,3,E,0,60.0,F,U,44284.5
1,11.0,1,4,1,1,14.0,13.0,10.0,11.0,19,49,12,29,56,6,13,12,A,0,55.0,F,H,71979.0
1,11.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,11,16,13,5,7,6,F,0,60.0,M,H,122735.0
1,11.0,3,3,1,1,14.0,13.0,10.0,11.0,16,23,14,26,23,6,12,10,N,0,60.0,F,U,122735.0
0,11.0,3,19,0,7,10.0,8.33,6.26,11.67,18,125,13,34,68,6,6,29,S,1,40.0,F,U,27897.0
0,11.0,5,5,1,1,13.0,12.2,12.2,10.0,18,33,12,31,29,6,15,13,A,0,60.0,F,U,44284.5
0,11.0,3,19,1,12,5.0,5.0,3.79,5.0,17,111,11,28,66,4,10,24,S,1,60.0,U,U,44284.5
0,11.0,3,12,1,7,15.0,12.7,11.58,11.14,17,36,13,30,32,6,16,14,S,1,45.0,F,H,36299.0
0,11.0,0,11,0,4,0.0,0.0,9.36,11.67,15,105,12,23,81,4,4,25,A,1,57.0,F,U,44284.5
1,11.0,5,29,3,18,5.0,6.0,5.45,5.0,17,130,15,35,99,6,16,34,S,1,75.0,F,H,39604.0
1,11.0,4,4,3,3,25.0,11.25,11.25,12.67,16,33,14,30,30,6,13,11,A,0,60.0,M,U,44284.5
0,11.0,1,2,1,2,15.0,15.0,12.5,15.0,17,40,12,29,14,5,6,7,E,0,60.0,F,U,44284.5
0,11.0,2,8,2,6,14.0,13.0,10.0,11.0,17,101,12,27,75,5,15,31,A,0,79.0,F,U,44284.5
1,11.0,2,2,1,1,30.0,27.5,10.0,11.0,18,24,13,25,21,6,11,9,N,0,50.0,F,U,40131.0
0,11.0,2,4,0,2,16.0,13.0,8.5,11.67,19,75,11,21,32,6,6,13,A,0,83.0,F,H,40131.0
0,11.0,6,25,4,5,8.0,6.67,5.68,6.75,18,127,11,31,80,5,15,32,S,1,87.0,M,H,40131.0
0,11.0,5,8,3,4,6.0,8.4,7.25,8.33,15,41,13,34,36,6,16,15,A,0,60.0,M,U,40131.0
0,11.0,5,9,2,3,15.0,14.2,10.89,12.0,15,45,14,33,39,6,17,17,S,1,79.0,F,U,44284.5
1,11.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,11,16,14,5,7,6,F,1,60.0,F,U,44284.5
1,11.0,2,6,0,3,20.0,17.5,11.83,11.67,18,64,14,33,50,6,6,20,S,1,60.0,F,U,41449.0
1,11.0,3,11,0,5,10.0,9.33,6.0,11.67,18,92,13,31,58,6,6,22,S,1,60.0,F,U,44284.5
0,11.0,4,15,1,6,17.0,16.0,14.07,15.0,26,67,10,32,54,5,16,22,A,1,47.0,M,H,41449.0
0,11.0,2,4,1,1,25.0,25.0,25.0,11.0,18,29,14,29,28,6,14,12,A,0,67.0,F,H,39838.0
1,11.0,4,22,4,12,4.0,6.5,4.45,6.5,15,122,12,18,36,4,12,18,S,1,78.0,F,U,44284.5
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,29,13,5,6,5,N,0,60.0,F,U,44284.5
1,11.0,1,3,0,2,26.0,26.0,20.67,11.67,26,67,10,27,46,5,5,17,A,0,72.0,F,H,25265.0
0,11.0,4,7,3,6,15.0,12.5,10.14,11.67,18,65,13,34,49,6,16,19,A,1,61.0,F,U,43729.0
0,11.0,2,11,2,6,17.0,16.0,7.64,16.0,18,104,13,35,59,6,17,26,A,0,55.0,M,H,43729.0
0,11.0,4,9,1,8,14.0,13.0,10.0,11.0,15,80,12,29,49,7,18,27,S,1,60.0,M,U,43729.0
0,11.0,3,3,1,2,17.0,16.67,16.67,18.0,13,20,12,27,27,5,10,10,F,0,68.0,M,H,43729.0
0,11.0,1,1,0,0,25.0,25.0,25.0,11.67,18,18,11,16,13,5,5,6,F,0,60.0,U,U,44284.5
1,11.0,1,6,1,4,16.0,16.0,12.33,16.0,17,79,11,26,47,4,10,17,A,0,74.0,M,H,42011.0
1,11.0,4,8,2,4,11.0,11.25,8.88,11.0,15,104,12,30,57,6,14,23,A,0,55.0,M,H,42011.0
0,11.0,2,7,1,4,21.0,20.0,13.0,19.0,17,76,13,34,55,6,16,23,A,0,41.0,U,U,44284.5
1,11.0,1,4,0,1,20.0,20.0,20.0,11.67,21,100,13,30,56,6,6,22,A,0,62.0,F,H,44965.0
1,11.0,2,2,2,2,16.0,13.0,13.0,13.0,23,30,10,24,22,4,10,9,A,0,66.0,F,H,44965.0
0,11.0,2,2,1,1,15.0,15.0,15.0,15.0,19,24,12,23,20,6,11,9,N,0,69.0,M,U,44965.0
0,11.0,2,4,1,2,14.0,13.0,10.0,11.0,15,43,13,35,41,6,17,17,A,0,53.0,M,H,44965.0
1,11.0,2,12,1,5,10.0,10.0,7.58,10.0,18,93,12,32,60,6,15,25,A,0,77.0,M,U,44284.5
0,11.0,3,4,1,2,15.0,11.67,10.0,15.0,16,45,13,30,34,6,13,13,A,0,31.0,M,H,59493.0
1,11.0,5,26,4,16,10.0,8.4,4.58,8.0,16,126,12,32,68,5,15,31,S,1,79.0,F,H,59493.0
0,11.0,1,14,0,12,20.0,20.0,6.57,11.67,26,129,9,27,69,4,4,26,A,1,52.0,M,H,59493.0
0,11.0,2,3,2,2,20.0,12.5,11.67,12.5,24,59,10,26,29,4,10,10,A,0,78.0,F,U,44284.5
1,11.0,7,9,3,4,5.0,3.86,3.56,3.0,18,41,14,31,33,6,14,13,S,1,51.0,M,H,40935.0
1,11.0,3,16,3,8,5.0,5.25,5.44,5.0,15,75,13,34,58,6,17,23,S,1,82.0,F,H,40935.0
0,11.0,1,2,0,0,20.0,20.0,15.0,11.67,26,39,9,28,29,4,4,12,A,0,44.0,M,U,40935.0
1,11.0,2,3,0,0,20.0,15.0,12.0,11.67,18,32,12,31,28,6,6,13,A,0,41.0,M,H,40935.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,18,18,10,29,12,4,6,5,F,0,57.0,M,U,40935.0
1,11.0,4,20,3,13,10.0,12.5,7.85,10.0,17,130,12,29,115,5,15,33,A,1,74.0,F,H,50546.0
1,11.0,1,6,1,4,14.0,13.0,20.83,11.0,18,89,13,32,57,6,15,23,A,0,69.0,M,U,56916.0
1,11.0,3,12,1,6,6.0,12.67,8.33,14.0,15,121,16,35,70,6,15,30,A,0,60.0,F,U,44284.5
1,11.0,1,8,1,6,10.0,10.0,10.63,10.0,23,92,12,32,59,6,15,24,A,1,50.0,F,U,27096.0
0,11.0,2,9,1,3,15.0,16.0,10.44,20.0,18,75,13,34,55,6,16,23,A,0,37.0,F,H,54425.0
1,11.0,4,16,3,9,10.0,8.5,5.56,8.0,16,130,12,37,74,6,15,29,A,0,65.0,F,H,54425.0
1,11.0,1,1,1,1,20.0,20.0,20.0,20.0,20,20,10,17,15,4,7,6,F,0,34.0,F,U,44284.5
1,11.0,4,4,2,2,10.0,10.0,10.0,10.0,15,28,12,24,25,5,11,10,A,1,60.0,F,U,37766.0
0,11.0,7,9,3,13,25.0,11.0,7.1,6.67,16,113,14,36,71,6,17,30,S,1,47.0,F,U,44284.5
1,11.0,1,16,0,9,17.0,17.0,11.19,11.67,18,103,14,31,77,6,6,29,A,1,63.0,F,U,37766.0
1,11.0,6,9,2,14,25.0,21.33,17.33,19.0,10,111,12,29,49,5,16,30,S,1,60.0,F,H,48639.0
1,11.0,2,12,0,2,25.0,25.0,24.75,11.67,15,103,12,42,92,7,7,28,A,0,72.0,U,U,44284.5
1,11.0,6,9,3,4,7.0,7.0,7.22,7.33,18,36,12,31,31,6,16,14,A,1,71.0,F,H,48639.0
1,11.0,3,12,1,6,10.0,10.67,9.75,10.0,18,79,13,32,58,6,16,24,S,1,79.0,F,U,44284.5
1,11.0,7,23,3,10,5.0,5.71,9.17,9.33,16,68,9,27,46,4,14,19,S,1,77.0,F,H,48639.0
1,11.0,2,12,2,9,12.0,11.0,8.92,11.0,15,114,10,27,67,5,10,27,E,1,64.0,F,H,58656.0
1,11.0,6,14,4,9,6.0,6.17,5.71,6.0,19,105,13,34,62,6,16,27,A,0,64.0,M,H,58656.0
0,11.0,3,8,1,4,30.0,24.67,16.5,20.0,18,75,14,27,46,6,12,18,A,0,59.0,M,U,44284.5
0,11.0,1,10,1,9,20.0,20.0,10.5,20.0,20,113,13,31,64,6,15,28,A,1,45.0,M,H,70789.0
0,11.0,3,9,2,5,5.0,10.0,10.11,10.0,18,65,13,34,55,6,16,21,S,1,64.0,F,H,70789.0
1,11.0,4,11,1,5,3.0,9.25,7.55,12.0,19,124,11,28,63,5,12,27,A,0,82.0,M,H,70789.0
1,11.0,2,2,1,1,15.0,12.5,12.5,10.0,18,32,10,26,24,4,11,10,A,0,35.0,F,U,35456.0
0,11.0,2,3,0,1,15.0,11.0,9.0,11.67,18,38,11,29,27,5,5,11,A,0,49.0,F,U,35456.0
0,11.0,5,10,4,5,8.0,5.8,5.7,5.5,19,41,13,30,35,6,15,14,A,1,60.0,M,U,31228.0
0,11.0,6,21,4,11,11.0,9.67,6.86,9.5,17,124,13,35,64,6,17,30,S,1,39.0,F,U,31228.0
1,11.0,2,10,0,2,15.0,12.5,9.7,11.67,19,109,15,35,72,6,6,31,A,0,51.0,F,H,31228.0
0,11.0,2,6,0,3,16.0,16.0,12.67,11.67,15,69,10,27,47,5,3,17,E,0,57.0,F,H,35000.0
0,11.0,2,8,1,4,25.0,25.0,16.25,11.0,15,115,12,31,65,5,14,29,A,1,58.0,F,H,35000.0
1,11.0,5,10,3,4,5.0,29.2,18.6,13.0,13,43,12,29,56,5,15,15,A,1,43.0,F,U,44284.5
1,11.0,3,28,4,7,5.0,5.0,5.5,5.0,18,80,12,29,90,5,22,34,S,1,56.0,F,U,19203.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,20,20,8,29,13,5,6,5,F,0,35.0,F,H,69679.0
0,11.0,2,12,1,8,15.0,12.5,8.83,10.0,16,113,13,31,68,6,14,30,A,1,40.0,F,H,58656.0
1,11.0,4,12,3,7,10.0,13.0,11.25,13.33,18,65,13,33,55,6,17,23,S,1,51.0,M,H,58656.0
1,11.0,4,12,1,3,10.0,13.5,10.75,14.0,18,62,12,29,68,7,14,20,A,0,60.0,M,H,58656.0
1,11.0,4,13,1,6,10.0,10.0,7.31,10.0,19,80,13,33,59,6,15,24,A,1,81.0,F,H,91886.0
1,11.0,1,6,1,3,15.0,15.0,12.17,15.0,15,92,10,25,47,5,8,17,E,0,54.0,F,H,48209.0
0,11.0,5,9,2,2,10.0,10.8,9.78,11.5,18,56,13,34,45,6,16,19,A,0,49.0,F,U,48209.0
0,11.0,0,12,0,4,15.0,0.0,17.92,11.67,18,87,13,29,62,6,6,24,A,1,61.0,F,H,48209.0
1,11.0,1,1,1,1,30.0,30.0,10.0,11.0,24,24,11,21,22,5,9,8,N,0,60.0,M,U,44284.5
1,11.0,1,6,0,5,20.0,20.0,21.17,11.67,17,88,13,31,58,6,6,22,A,1,56.0,F,H,48209.0
0,11.0,1,8,0,4,17.0,17.0,14.5,11.67,26,104,10,29,63,4,4,26,A,0,69.0,M,U,48209.0
0,11.0,3,13,4,5,4.0,8.25,8.46,12.5,17,45,12,34,43,6,17,17,A,0,62.0,U,U,44284.5
0,11.0,2,3,2,2,15.0,13.5,10.67,13.5,20,38,14,31,32,6,13,12,A,0,75.0,M,U,44284.5
1,11.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,10,16,15,4,4,5,F,0,58.0,M,U,56544.0
0,11.0,1,1,1,1,25.0,25.0,25.0,11.0,19,19,10,17,15,4,7,6,F,0,45.0,F,H,56544.0
0,11.0,3,11,2,7,10.0,10.67,8.09,11.0,18,76,13,32,56,6,15,20,S,1,74.0,U,U,44284.5
1,11.0,4,7,3,5,5.0,9.25,7.86,10.67,18,53,12,39,48,5,16,18,A,0,78.0,F,H,56544.0
1,11.0,1,16,1,9,11.0,11.0,8.56,11.0,21,139,12,36,72,6,14,27,A,1,31.0,M,U,44284.5
1,11.0,5,13,3,7,11.0,11.4,9.38,13.33,18,69,12,29,88,5,21,35,A,1,60.0,M,U,44284.5
0,11.0,3,4,1,2,10.0,15.0,13.75,10.0,16,41,14,34,35,6,15,14,A,0,60.0,F,U,44284.5
1,11.0,1,3,0,1,35.0,13.0,10.0,11.67,18,57,13,32,42,6,6,18,A,0,54.0,M,H,53637.0
0,11.0,4,15,3,12,5.0,5.25,4.73,5.0,17,122,12,31,65,6,15,28,S,1,28.0,M,U,40883.0
1,11.0,7,24,3,12,6.0,5.0,4.67,4.67,15,124,12,30,70,5,13,27,S,1,60.0,M,U,44284.5
1,11.0,3,15,5,6,10.0,7.67,7.93,8.4,13,42,12,29,57,5,18,17,S,1,87.0,F,H,64766.0
0,11.0,2,9,1,4,22.0,21.0,13.0,20.0,18,84,13,33,58,6,15,23,S,1,87.0,F,U,36059.0
1,11.0,3,9,3,8,15.0,13.0,9.33,13.0,17,114,13,33,67,6,15,29,A,0,63.0,M,H,55548.0
0,11.0,3,8,3,6,10.0,23.67,17.75,11.0,17,88,12,32,58,6,17,25,S,1,70.0,F,H,46712.0
1,11.0,2,5,0,2,20.0,17.5,14.0,11.67,17,75,13,29,48,6,6,18,A,0,81.0,F,U,43714.0
1,11.0,3,3,1,1,11.0,7.67,7.67,5.0,18,24,12,23,20,6,11,9,N,0,51.0,F,U,40079.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,12,17,15,5,7,6,N,0,73.0,M,H,55179.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,29,13,4,6,5,F,0,48.0,F,H,45746.0
0,11.0,4,17,3,13,20.0,21.75,15.29,22.33,18,124,14,35,78,6,16,32,S,1,55.0,M,H,43346.0
0,11.0,2,12,2,9,20.0,20.0,9.08,20.0,24,125,11,28,66,6,14,29,A,1,60.0,M,U,44284.5
1,11.0,5,10,3,5,10.0,8.0,8.9,8.33,18,54,13,35,46,6,17,19,A,1,74.0,F,U,41535.0
0,11.0,3,10,2,7,10.0,10.67,7.5,11.0,18,101,15,34,64,6,15,24,A,0,37.0,M,H,41535.0
1,11.0,6,9,2,13,12.0,11.33,10.72,11.5,18,109,15,37,76,6,17,30,S,1,45.0,M,H,57075.0
0,11.0,5,15,1,8,10.0,9.6,8.0,10.0,17,122,14,34,75,6,16,30,S,1,85.0,M,U,44284.5
1,11.0,3,9,1,5,3.0,3.15,2.58,2.63,15,130,14,33,80,6,17,35,S,1,60.0,M,U,44284.5
0,11.0,2,4,0,2,20.0,15.0,11.5,11.67,15,45,9,26,32,5,3,12,E,0,56.0,M,H,49747.0
1,11.0,2,28,1,11,10.0,13.5,8.07,13.0,26,124,12,21,58,5,10,24,A,1,59.0,F,H,46887.0
1,11.0,4,9,3,5,7.0,6.75,8.22,6.67,17,89,13,31,59,6,14,23,A,0,60.0,M,H,46887.0
0,11.0,3,8,0,4,15.0,12.33,9.0,11.67,15,81,14,31,58,6,6,20,S,1,35.0,M,H,46887.0
1,11.0,2,11,2,8,30.0,27.5,21.09,11.0,16,76,8,17,33,4,11,17,S,1,60.0,F,U,44284.5
0,11.0,2,15,1,10,15.0,15.0,7.27,15.0,19,126,13,33,74,5,14,29,A,1,60.0,M,U,44284.5
1,11.0,2,2,1,1,15.0,10.0,10.0,15.0,21,27,12,24,22,5,11,9,A,0,45.0,F,H,50395.0
0,11.0,4,8,2,3,10.0,7.0,5.25,6.5,19,45,12,33,40,6,16,16,A,0,33.0,F,H,44777.0
1,11.0,6,6,3,3,9.0,10.17,10.17,12.0,20,32,12,26,25,6,13,11,A,1,45.0,F,H,44777.0
1,11.0,3,9,6,15,6.0,5.88,5.94,6.5,19,92,15,36,73,7,18,28,S,1,72.0,F,H,65091.0
1,11.0,2,18,1,11,10.0,16.0,10.61,17.0,18,130,12,41,99,6,14,31,S,1,36.0,M,H,39562.0
1,11.0,1,2,0,1,25.0,25.0,10.0,11.67,18,44,14,33,37,6,6,15,A,0,60.0,M,U,61929.0
0,11.0,2,5,1,3,10.0,12.5,7.2,10.0,16,69,13,25,38,5,10,13,A,0,81.0,F,H,61929.0
1,11.0,1,3,1,1,20.0,20.0,16.67,20.0,16,23,15,22,20,6,10,8,N,0,51.0,F,U,44284.5
1,11.0,4,17,2,9,5.0,3.75,3.12,4.0,17,126,12,29,63,5,12,26,A,1,64.0,M,H,37320.0
0,11.0,7,31,4,18,11.0,11.14,6.68,12.0,18,113,15,36,81,6,17,30,S,1,79.0,F,H,37320.0
0,11.0,1,11,0,6,25.0,25.0,15.45,11.67,18,113,14,36,69,6,6,30,A,1,60.0,M,U,45463.0
0,11.0,3,4,3,3,20.0,13.33,12.5,13.33,21,28,14,27,26,6,13,11,A,1,60.0,F,U,44284.5
0,11.0,3,5,1,3,10.0,9.0,6.8,10.0,17,65,14,25,36,6,10,13,A,0,81.0,M,H,45463.0
1,11.0,2,2,2,2,15.0,15.0,15.0,15.0,24,29,10,23,22,4,10,9,A,0,60.0,F,U,44284.5
1,11.0,2,6,0,2,20.0,16.0,10.67,11.67,17,76,14,32,48,6,6,18,A,0,64.0,M,H,59774.0
0,11.0,4,13,3,6,11.0,9.5,9.08,11.0,18,76,14,36,62,6,17,25,S,1,7.0,F,U,44284.5
0,11.0,1,14,1,10,12.0,12.0,6.79,12.0,21,127,12,30,66,4,12,28,A,1,83.0,M,U,59774.0
0,11.0,2,2,2,2,14.0,13.0,10.0,11.0,24,29,12,26,25,6,13,11,A,0,80.0,M,H,55033.0
1,11.0,5,9,4,5,10.0,10.0,8.37,10.0,21,130,11,32,83,5,16,33,S,1,53.0,M,U,55033.0
1,11.0,5,9,2,3,19.0,17.8,15.56,18.5,15,69,16,36,56,6,16,21,A,0,45.0,U,H,49558.0
1,11.0,2,12,1,5,25.0,25.0,12.83,11.0,25,87,13,35,64,6,17,25,A,1,69.0,F,H,49558.0
0,11.0,2,13,0,6,15.0,14.0,9.85,11.67,18,120,10,29,61,4,4,28,A,1,87.0,M,H,52567.0
0,11.0,4,6,1,2,11.0,9.5,8.17,5.0,18,38,13,34,33,6,16,15,A,0,59.0,F,H,79452.0
1,11.0,3,5,2,3,16.0,13.67,10.2,15.5,21,45,12,32,37,6,16,16,A,0,87.0,M,H,44756.0
0,11.0,3,6,1,2,20.0,11.67,8.67,20.0,17,57,13,32,44,6,14,17,A,0,17.0,M,H,44756.0
